epoch,step,loss_q,loss_pi,q_val,grad_q,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,-9.82,24.0,30,4000,0.3
2,7900,,,,,,-22.74,42.3,15,8000,0.6
3,11900,0.495206,-2.456874,1.6110,1.8130,0.0165,26.54,101.0,2,12000,2.1
4,15900,0.607302,-3.817237,2.6558,3.2788,0.4074,,,0,16000,3.5
5,19900,,,,,,,,0,20000,3.7
6,23900,0.653786,-6.754564,4.9502,4.6706,0.8505,,,0,24000,5.2
7,27900,0.839774,-9.842117,8.1036,6.0975,1.2482,,,0,28000,6.8
8,31900,0.891926,-12.807870,11.1918,6.8364,1.2240,,,0,32000,8.3
9,35900,0.964909,-15.592257,14.1578,6.8097,1.1910,-105.64,331.0,1,36000,9.9
10,39900,,,,,,-123.72,351.0,1,40000,10.1
11,43900,1.022276,-18.306835,16.9324,6.8626,1.2428,,,0,44000,11.9
12,47900,1.074656,-20.994418,19.6918,7.1533,1.3237,11.51,428.7,6,48000,13.7
13,51900,1.252265,-23.668442,22.4444,7.4687,1.2417,7.62,425.2,8,52000,15.3
14,55900,1.329351,-26.323111,25.1346,7.4423,1.0792,110.21,518.0,2,56000,16.8
15,59900,,,,,,120.16,554.0,3,60000,17.0
16,63900,1.306383,-28.874664,27.7317,6.9962,1.0864,136.35,525.5,6,64000,18.6
17,67900,1.391542,-31.266188,30.1479,7.4990,1.1573,90.54,344.2,4,68000,20.0
18,71900,1.433247,-33.611553,32.5360,7.4645,1.3002,149.22,675.0,3,72000,21.4
19,75900,1.399178,-35.855712,34.7992,7.5465,1.1595,251.67,229.0,1,76000,22.8
20,79900,,,,,,,,0,80000,23.0
21,83900,1.382659,-38.085513,37.0324,7.4130,1.1756,172.22,316.5,4,84000,24.3
22,87900,1.448268,-40.337444,39.2904,7.8632,1.1912,192.49,395.7,3,88000,25.6
23,91900,1.502384,-42.627032,41.5796,8.1572,1.2253,396.24,677.0,2,92000,27.1
24,95900,1.648347,-44.862253,43.8271,9.3399,1.2644,278.98,373.6,5,96000,28.6
25,99900,,,,,,306.37,913.8,46,100000,28.8
26,103900,2.592481,-47.099546,46.0522,10.7587,1.3598,238.88,607.3,32,104000,30.1
27,107900,3.671797,-49.612170,48.5608,13.5837,1.3038,207.71,393.5,21,108000,31.4
28,111900,3.663955,-52.231187,51.1483,15.7928,1.3076,120.46,98.9,11,112000,32.8
29,115900,4.012785,-54.721630,53.6112,16.8615,1.4463,181.92,158.5,8,116000,34.2
30,119900,,,,,,182.40,149.4,5,120000,34.5
31,123900,4.029111,-57.016731,55.8944,16.7709,1.3962,166.39,138.6,7,124000,35.9
32,127900,4.441189,-59.269955,58.1213,17.6842,1.4407,163.50,164.7,3,128000,37.2
33,131900,4.095828,-61.524536,60.3626,16.3494,1.5685,231.22,202.6,5,132000,38.5
34,135900,4.571548,-63.743246,62.5658,20.4946,1.5399,315.40,275.7,11,136000,39.8
35,139900,,,,,,148.50,133.2,12,140000,40.0
36,143900,4.863861,-65.918299,64.7299,23.1315,1.6085,288.82,272.0,6,144000,41.3
37,147900,4.990364,-68.089581,66.8758,22.2167,1.7246,312.80,401.2,12,148000,42.6
38,151900,5.610776,-70.292693,69.0644,26.7713,1.7482,443.91,512.0,7,152000,43.9
39,155900,5.787132,-72.476223,71.2272,25.3499,1.6439,266.51,207.6,11,156000,45.2
40,159900,,,,,,313.07,288.0,8,160000,45.4
41,163900,5.990651,-74.653170,73.3914,29.0272,1.8641,166.80,231.2,6,164000,46.8
42,167900,5.990973,-76.746726,75.4842,29.0656,1.7854,257.91,300.7,9,168000,48.2
43,171900,6.404979,-78.875317,77.6148,30.7937,1.8134,233.72,394.5,6,172000,49.4
44,175900,6.330773,-80.765876,79.5102,29.1638,1.8660,214.93,123.7,3,176000,50.8
45,179900,,,,,,137.49,91.0,1,180000,51.0
46,183900,6.244394,-82.764635,81.4952,27.0990,1.8867,242.87,163.1,7,184000,52.3
47,187900,6.679813,-84.595118,83.3215,34.9315,1.8290,359.31,404.8,5,188000,53.6
48,191900,6.580824,-86.439789,85.1601,29.9084,1.9029,270.33,368.8,4,192000,54.9
49,195900,7.151397,-88.171046,86.8887,35.8514,1.9368,209.44,223.2,9,196000,56.2
50,199900,,,,,,371.85,527.8,9,200000,56.4
51,203900,7.785134,-89.979783,88.6937,38.1843,2.0042,382.97,750.8,40,204000,57.8
52,207900,9.043506,-91.901759,90.6235,42.4693,1.9332,357.09,521.6,25,208000,59.1
53,211900,10.280554,-93.939224,92.6364,46.3122,2.0159,164.29,297.1,24,212000,60.4
54,215900,11.167200,-96.129591,94.8013,53.9882,2.0534,159.68,204.1,14,216000,61.7
55,219900,,,,,,179.35,181.5,13,220000,61.9
56,223900,11.970429,-98.186597,96.8441,49.4697,2.0844,265.37,400.9,9,224000,63.2
57,227900,12.120654,-100.213830,98.8510,54.1967,2.0669,230.27,203.0,11,228000,64.5
58,231900,12.170384,-102.311457,100.9294,53.4900,2.1932,241.30,142.8,9,232000,65.9
59,235900,11.940171,-104.354268,102.9706,49.8350,2.2496,339.93,378.3,7,236000,67.2
60,239900,,,,,,345.80,472.9,9,240000,67.4
61,243900,12.165910,-106.349547,104.9712,54.1000,2.2998,392.63,300.3,13,244000,68.8
62,247900,13.604608,-108.461300,107.0592,54.6183,2.2118,244.35,377.4,10,248000,70.1
63,251900,14.171703,-110.411975,109.0060,60.8953,2.3043,314.92,337.4,16,252000,71.4
64,255900,14.993731,-112.401920,110.9701,64.2375,2.4288,301.62,336.1,15,256000,72.6
65,259900,,,,,,342.55,396.0,15,260000,72.9
66,263900,15.212653,-114.416229,112.9860,73.2981,2.4304,261.45,285.0,6,264000,74.2
67,267900,15.302597,-116.354911,114.9460,72.9882,2.3949,313.78,190.5,15,268000,75.5
68,271900,15.619839,-118.323723,116.9223,80.4507,2.5579,442.85,351.5,13,272000,76.8
69,275900,16.961244,-119.991562,118.5725,80.2878,2.5583,191.80,180.5,17,276000,78.1
70,279900,,,,,,278.60,191.2,5,280000,78.3
71,283900,16.500365,-121.833500,120.4260,74.2777,2.6552,345.43,229.0,4,284000,79.6
72,287900,17.652795,-123.449593,122.0324,84.9149,2.6093,408.53,258.7,7,288000,80.9
73,291900,17.542721,-125.002391,123.5914,84.0784,2.6777,435.29,379.9,10,292000,82.2
74,295900,18.127801,-126.526875,125.1029,87.9774,2.6408,348.22,486.0,3,296000,83.5
75,299900,,,,,,287.14,482.5,11,300000,83.8
76,303900,17.899770,-128.057370,126.6217,84.5466,2.6710,404.49,697.2,11,304000,85.0
77,307900,18.506741,-129.791884,128.3548,82.2541,2.7067,297.25,535.0,24,308000,86.3
78,311900,19.453074,-131.236294,129.8043,81.6282,2.7214,401.85,401.5,11,312000,87.7
79,315900,19.976478,-132.920927,131.4866,90.3582,2.6856,433.11,469.2,10,316000,89.0
80,319900,,,,,,422.12,434.2,8,320000,89.2
81,323900,20.584652,-134.445627,133.0050,86.4032,2.7087,355.95,219.0,4,324000,90.5
82,327900,20.454619,-135.806198,134.3743,97.4454,2.7600,274.98,177.7,3,328000,91.8
83,331900,20.453109,-137.374896,135.9092,97.8228,2.8764,533.53,386.9,7,332000,93.2
84,335900,20.978176,-138.845497,137.3845,100.9216,2.7367,521.09,509.8,4,336000,94.5
85,339900,,,,,,405.43,402.4,5,340000,94.7
86,343900,20.181696,-140.212452,138.7555,94.3842,2.8663,290.31,305.7,7,344000,96.1
87,347900,20.022852,-141.528380,140.0835,93.9491,2.9588,556.00,316.6,7,348000,97.4
88,351900,22.969136,-142.679169,141.2317,105.7469,2.9261,583.85,488.2,11,352000,98.7
89,355900,20.407578,-143.928027,142.4518,96.2367,2.9483,714.76,907.7,6,356000,100.0
90,359900,,,,,,269.02,507.6,9,360000,100.2
91,363900,21.700705,-145.203385,143.7480,101.4774,2.8311,319.39,200.5,11,364000,101.6
92,367900,23.660328,-146.410900,144.9597,134.8610,2.8515,625.40,651.4,8,368000,102.9
93,371900,23.697158,-147.560244,146.1240,118.3230,2.9449,557.66,674.5,8,372000,104.2
94,375900,24.129389,-148.816598,147.3419,102.3844,3.0027,524.14,522.9,12,376000,105.5
95,379900,,,,,,105.38,78.8,5,380000,105.7
96,383900,23.375506,-149.849834,148.4020,100.9901,2.8700,391.39,512.3,6,384000,107.0
97,387900,23.582468,-150.956257,149.5142,93.4070,2.9013,244.20,423.1,11,388000,108.3
98,391900,24.471449,-151.995403,150.5647,127.9829,3.0902,641.36,840.6,7,392000,109.7
99,395900,25.911127,-152.870633,151.4656,126.6701,3.0110,528.61,395.2,8,396000,111.0
100,399900,,,,,,303.42,713.4,8,400000,111.2
1,3900,,,,,,-13.68,25.2,24,4000,0.5
2,7900,,,,,,-16.30,46.6,12,8000,1.3
3,11900,0.468876,-2.472666,1.5697,1.7076,0.0793,,,0,12000,13.4
4,15900,0.763402,-3.028697,2.1366,3.3649,0.6758,-85.07,159.0,3,16000,24.5
5,19900,,,,,,-100.42,154.6,24,20000,25.1
6,23900,1.137254,-4.376624,2.9173,5.7890,0.8159,-137.81,193.2,4,24000,37.3
7,27900,1.204225,-6.730143,4.9249,7.0424,1.5138,,,0,28000,49.4
8,31900,1.397278,-10.298768,8.3996,8.1718,1.6349,,,0,32000,61.4
9,35900,1.416888,-13.606886,11.9172,7.9751,1.6305,,,0,36000,74.0
10,39900,,,,,,-101.47,203.0,1,40000,75.5
11,43900,1.397324,-16.567837,15.0092,7.8538,1.4712,-49.10,321.2,4,44000,89.4
12,47900,1.464758,-19.222615,17.8320,8.1047,1.5183,-22.10,374.5,2,48000,102.5
13,51900,1.478617,-21.729701,20.4449,8.2955,1.5602,28.49,343.0,4,52000,115.4
14,55900,1.408969,-24.172203,22.9450,7.8307,1.3091,23.62,443.0,5,56000,127.7
15,59900,,,,,,80.51,402.6,5,60000,128.5
16,63900,1.528126,-26.577677,25.4061,8.2950,1.3276,90.42,254.3,3,64000,140.2
17,67900,1.512437,-28.932920,27.8005,8.2325,1.3556,110.52,468.8,4,68000,152.3
18,71900,1.518366,-31.178744,30.0871,8.4092,1.3823,228.52,365.3,3,72000,163.9
19,75900,1.427455,-33.379444,32.3107,8.2146,1.3929,315.10,579.0,1,76000,175.3
20,79900,,,,,,253.87,686.8,4,80000,175.9
21,83900,1.450275,-35.497689,34.4492,8.4734,1.2913,212.71,538.3,3,84000,188.0
22,87900,1.413902,-37.582664,36.5658,8.3186,1.3020,190.29,205.7,3,88000,200.7
23,91900,1.441038,-39.583793,38.5859,8.6389,1.3542,69.04,89.0,1,92000,213.5
24,95900,1.435931,-41.550174,40.5621,8.5405,1.3266,335.55,453.0,1,96000,226.3
25,99900,,,,,,234.50,935.4,39,100000,227.5
26,103900,2.037104,-43.461816,42.4885,8.7738,1.3251,219.40,697.6,18,104000,240.4
27,107900,2.447164,-45.621219,44.6663,9.7818,1.3693,236.24,589.0,7,108000,253.4
28,111900,2.483004,-47.851750,46.8822,10.6128,1.3481,248.15,330.5,2,112000,266.3
29,115900,2.446548,-50.045733,49.0703,10.3483,1.3962,203.74,293.2,10,116000,279.2
30,119900,,,,,,431.18,687.7,25,120000,280.7
31,123900,3.273674,-52.221088,51.2366,13.6172,1.4656,238.36,332.6,8,124000,293.6
32,127900,3.259834,-54.369872,53.3939,12.8047,1.4159,323.13,353.6,5,128000,306.5
33,131900,3.447632,-56.472735,55.4966,13.5173,1.4423,365.08,387.0,3,132000,319.6
34,135900,3.470380,-58.563510,57.5813,14.8658,1.4844,254.38,262.5,11,136000,332.5
35,139900,,,,,,266.92,294.7,13,140000,333.8
36,143900,3.933944,-60.720942,59.7165,16.8378,1.5799,324.87,367.0,7,144000,346.6
37,147900,4.020147,-62.874863,61.8490,16.7421,1.5551,197.54,161.4,9,148000,360.0
38,151900,4.376986,-65.036714,64.0011,17.5188,1.5723,402.38,369.3,9,152000,372.3
39,155900,4.547686,-67.119009,66.0915,21.2466,1.5790,375.39,351.4,9,156000,385.5
40,159900,,,,,,369.36,386.7,15,160000,386.8
41,163900,5.095599,-69.170249,68.1273,21.4191,1.6496,101.79,83.0,4,164000,399.7
42,167900,5.004272,-71.197497,70.1466,20.9721,1.7053,224.25,238.4,12,168000,411.9
43,171900,5.329208,-73.250523,72.1874,23.7529,1.7594,427.52,434.9,10,172000,424.9
44,175900,5.442604,-75.264518,74.1878,22.9111,1.8139,254.18,250.4,11,176000,437.8
45,179900,,,,,,246.58,368.0,3,180000,439.2
46,183900,5.489452,-77.266005,76.1837,22.2468,1.8145,248.54,202.7,3,184000,452.3
47,187900,5.793124,-79.154784,78.0681,27.7908,1.7854,389.21,390.4,11,188000,465.5
48,191900,5.868642,-81.085045,79.9854,24.1702,1.8106,377.86,297.7,3,192000,478.7
49,195900,5.912178,-83.041935,81.9265,23.4882,1.8148,243.63,185.2,4,196000,492.0
50,199900,,,,,,539.73,391.2,9,200000,494.1
51,203900,6.417903,-84.929029,83.8167,27.8152,1.8106,467.71,717.2,24,204000,506.3
52,207900,7.457067,-86.877845,85.7535,30.9550,1.9367,466.67,581.2,10,208000,517.5
53,211900,7.452689,-88.791679,87.6824,34.2186,1.9469,218.18,313.0,4,212000,528.0
54,215900,7.800920,-90.756803,89.6345,30.4258,1.8711,440.90,466.6,5,216000,539.9
55,219900,,,,,,467.17,526.7,18,220000,540.5
56,223900,8.621470,-92.728007,91.5864,33.6910,1.9866,406.74,493.8,12,224000,553.2
57,227900,8.882696,-94.695862,93.5501,38.3351,1.9254,323.37,395.3,6,228000,566.5
58,231900,8.381059,-96.541540,95.3958,31.7862,2.0173,328.03,213.5,8,232000,579.9
59,235900,9.569359,-98.325431,97.1730,44.1340,2.0900,417.62,331.4,12,236000,593.3
60,239900,,,,,,331.37,515.0,4,240000,595.1
61,243900,9.405479,-100.155971,99.0021,39.7720,2.1744,221.51,168.8,5,244000,608.1
62,247900,9.465554,-101.893428,100.7357,38.6288,2.1418,563.51,605.9,9,248000,620.7
63,251900,9.692107,-103.593236,102.4242,40.2938,2.1102,535.95,531.2,10,252000,633.0
64,255900,10.237100,-105.365875,104.1621,45.2629,2.0916,377.65,379.9,8,256000,645.6
65,259900,,,,,,530.01,679.9,11,260000,646.8
66,263900,10.014314,-107.039175,105.8570,39.8610,2.1164,543.47,412.9,9,264000,659.3
