epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,,5.09,6.9,513,263,4000,0.3
2,7900,,,,,,,,,,6.15,8.2,502,274,8000,0.6
3,11900,0.162166,0.262714,-0.659502,0.6066,0.5134,0.4581,0.8954,0.3827,0.0551,7.78,9.8,366,159,12000,1.4
4,15900,0.082536,0.090469,-0.899318,0.8026,0.7949,0.1584,0.1482,0.1223,0.0159,14.70,16.7,187,91,16000,2.1
5,19900,,,,,,,,,,20.43,22.4,217,128,20000,2.3
6,23900,0.085614,0.090329,-0.978231,0.8973,0.8956,0.1556,0.1377,0.1124,0.0025,24.62,26.6,105,27,24000,2.9
7,27900,0.076721,0.083637,-1.071916,0.9975,0.9969,0.1995,0.1231,0.0638,0.0048,35.60,37.6,87,22,28000,3.5
8,31900,0.071540,0.079120,-1.187898,1.1072,1.1067,0.1435,0.1356,0.0646,0.0124,45.99,48.0,81,56,32000,4.2
9,35900,0.066598,0.073417,-1.314142,1.2189,1.2179,0.1387,0.1339,0.1055,0.0088,52.44,54.4,62,21,36000,4.8
10,39900,,,,,,,,,,67.84,69.8,49,25,40000,5.0
11,43900,0.065263,0.070673,-1.422507,1.3256,1.3258,0.1513,0.1416,0.1128,0.0056,79.80,81.8,41,24,44000,5.7
12,47900,0.063808,0.067597,-1.532609,1.4365,1.4360,0.1594,0.1299,0.1456,0.0312,81.48,83.5,52,33,48000,6.3
13,51900,0.065769,0.069156,-1.612332,1.5419,1.5417,0.1897,0.1686,0.1153,0.0319,88.60,90.6,43,33,52000,7.0
14,55900,0.067552,0.070364,-1.719311,1.6456,1.6455,0.2174,0.1918,0.0980,0.0013,81.68,83.7,34,32,56000,7.6
15,59900,,,,,,,,,,98.86,100.9,29,17,60000,7.8
