epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,,4.83,6.6,548,258,4000,0.3
2,7900,,,,,,,,,,8.09,10.1,370,194,8000,0.6
3,11900,0.219301,0.261438,-0.615259,0.5974,0.5433,0.7599,0.9396,0.2401,0.0107,12.46,14.5,204,110,12000,1.4
4,15900,0.072493,0.078229,-0.952841,0.8502,0.8493,0.1437,0.1113,0.1313,0.0228,26.17,28.2,162,92,16000,2.0
5,19900,,,,,,,,,,19.04,21.0,197,89,20000,2.2
6,23900,0.070695,0.076489,-0.973987,0.9306,0.9290,0.1293,0.1277,0.0600,0.0099,16.94,18.9,191,135,24000,2.7
7,27900,0.067889,0.074072,-1.045885,1.0188,1.0190,0.1971,0.1555,0.0778,0.0025,23.17,25.2,109,57,28000,3.3
8,31900,0.062534,0.068626,-1.165330,1.1216,1.1207,0.1924,0.1602,0.1094,0.0010,42.33,44.3,66,25,32000,3.8
9,35900,0.057541,0.062341,-1.296419,1.2346,1.2341,0.1703,0.1505,0.1280,0.0005,79.25,81.2,4,1,36000,4.4
10,39900,,,,,,,,,,122.70,124.7,10,3,40000,4.6
11,43900,0.055472,0.058433,-1.405730,1.3403,1.3402,0.1616,0.1509,0.0765,0.0004,129.02,131.0,60,2,44000,5.2
12,47900,0.056802,0.058671,-1.519222,1.4495,1.4492,0.2002,0.1780,0.0749,0.0003,141.54,143.5,24,17,48000,5.8
13,51900,0.058040,0.059302,-1.623349,1.5541,1.5541,0.1854,0.1594,0.0985,0.0003,107.44,109.4,39,10,52000,6.4
14,55900,0.057348,0.058330,-1.732735,1.6682,1.6688,0.2622,0.2347,0.0889,0.0002,124.45,126.5,33,24,56000,7.0
15,59900,,,,,,,,,,125.65,127.7,26,11,60000,7.2
16,63900,0.058253,0.058735,-1.845897,1.7775,1.7769,0.2442,0.2187,0.1777,0.0002,116.00,118.0,18,3,64000,7.9
17,67900,0.060231,0.060649,-1.951546,1.8875,1.8876,0.2629,0.2431,0.2227,0.0001,156.11,158.1,19,10,68000,8.5
18,71900,0.062171,0.061980,-2.060910,1.9954,1.9949,0.2742,0.2505,0.1916,0.0001,156.88,158.9,41,30,72000,9.2
19,75900,0.066998,0.066916,-2.164879,2.0997,2.1000,0.2835,0.3117,0.1282,0.0001,162.72,164.7,32,24,76000,9.8
20,79900,,,,,,,,,,133.90,135.9,20,12,80000,10.0
21,83900,0.070434,0.069466,-2.274692,2.2113,2.2111,0.2927,0.2660,0.1350,0.0001,127.55,129.6,40,10,84000,10.6
22,87900,0.074954,0.074184,-2.378822,2.3173,2.3175,0.3437,0.3344,0.2713,0.0001,118.97,121.0,39,19,88000,11.3
23,91900,0.074937,0.074320,-2.492864,2.4280,2.4278,0.2235,0.2065,0.1714,0.0001,121.47,123.5,15,11,92000,11.9
24,95900,0.081177,0.080531,-2.596050,2.5329,2.5333,0.2863,0.2626,0.2276,0.0001,112.35,114.3,43,37,96000,12.6
25,99900,,,,,,,,,,137.79,139.8,28,5,100000,12.7
26,103900,0.081471,0.081012,-2.707516,2.6440,2.6433,0.2659,0.2836,0.2616,0.0000,162.17,164.2,18,5,104000,13.4
27,107900,0.086312,0.085767,-2.817511,2.7545,2.7544,0.3064,0.2903,0.1848,0.0000,142.74,144.7,19,12,108000,14.1
28,111900,0.092418,0.091770,-2.922032,2.8619,2.8622,0.2860,0.2903,0.1420,0.0000,155.50,157.5,10,5,112000,14.8
29,115900,0.093712,0.093056,-3.034764,2.9724,2.9724,0.2652,0.2662,0.4156,0.0000,170.46,172.5,28,16,116000,15.4
30,119900,,,,,,,,,,192.56,194.6,27,4,120000,15.6
31,123900,0.099589,0.099264,-3.148889,3.0835,3.0826,0.4534,0.4310,0.2312,0.0000,199.17,201.2,18,2,124000,16.3
32,127900,0.100841,0.100508,-3.256361,3.1922,3.1938,0.4192,0.4492,0.1816,0.0000,216.70,218.7,20,13,128000,17.0
33,131900,0.105871,0.105376,-3.367949,3.3024,3.3012,0.3838,0.4159,0.2081,0.0000,174.65,176.7,26,11,132000,17.7
34,135900,0.113199,0.112321,-3.483488,3.4117,3.4109,0.4910,0.4529,0.2636,0.0000,168.50,170.5,24,13,136000,18.3
35,139900,,,,,,,,,,161.79,163.8,28,20,140000,18.5
36,143900,0.119381,0.119119,-3.584996,3.5181,3.5187,0.4198,0.4021,0.2592,0.0000,154.88,156.9,24,15,144000,19.1
37,147900,0.130295,0.130216,-3.688445,3.6274,3.6270,0.5993,0.6248,0.3630,0.0000,159.06,161.1,32,11,148000,19.8
38,151900,0.120599,0.120638,-3.804080,3.7451,3.7468,0.4536,0.4821,0.4435,0.0000,162.44,164.4,18,5,152000,20.5
39,155900,0.131073,0.130870,-3.918096,3.8544,3.8529,0.4960,0.4949,0.3274,0.0000,174.17,176.2,12,6,156000,21.1
40,159900,,,,,,,,,,150.54,152.5,35,5,160000,21.3
41,163900,0.133929,0.134574,-4.028246,3.9684,3.9676,0.5804,0.6176,0.3021,0.0000,168.55,170.5,22,17,164000,22.0
42,167900,0.145553,0.144959,-4.132410,4.0712,4.0725,0.6196,0.5445,0.2457,0.0000,158.62,160.6,32,8,168000,22.6
43,171900,0.146703,0.146550,-4.247852,4.1825,4.1820,0.4583,0.4453,0.3253,0.0000,143.27,145.3,11,3,172000,23.3
44,175900,0.153075,0.152503,-4.363597,4.2959,4.2964,0.6322,0.5466,0.1762,0.0000,177.27,179.3,26,18,176000,24.0
45,179900,,,,,,,,,,219.30,221.3,10,7,180000,24.2
46,183900,0.162300,0.162208,-4.470444,4.4039,4.4027,0.5756,0.5387,0.3020,0.0000,181.52,183.5,27,26,184000,24.8
47,187900,0.172869,0.173175,-4.573942,4.5121,4.5115,0.7834,0.7952,0.3799,0.0000,166.05,168.0,21,19,188000,25.5
48,191900,0.175282,0.175106,-4.684797,4.6215,4.6220,0.6501,0.6600,0.3664,0.0000,177.41,179.4,27,15,192000,26.1
49,195900,0.186046,0.186651,-4.798917,4.7297,4.7307,0.5226,0.5328,0.4008,0.0000,172.32,174.3,25,10,196000,26.8
50,199900,,,,,,,,,,189.40,191.4,25,10,200000,27.0
51,203900,0.183172,0.183477,-4.904011,4.8479,4.8474,0.5473,0.5316,0.4260,0.0000,178.70,180.7,30,17,204000,27.7
52,207900,0.181715,0.183083,-5.024402,4.9609,4.9607,0.6797,0.7143,0.3097,0.0000,172.94,174.9,16,8,208000,28.4
53,211900,0.203794,0.205080,-5.120017,5.0628,5.0624,0.6177,0.6214,0.4942,0.0000,166.35,168.4,17,8,212000,29.0
54,215900,0.206423,0.207386,-5.235292,5.1719,5.1725,0.6901,0.6414,0.5473,0.0000,139.41,141.4,46,15,216000,29.7
55,219900,,,,,,,,,,143.94,145.9,36,22,220000,29.9
56,223900,0.221644,0.223111,-5.341756,5.2800,5.2794,0.7001,0.7206,0.5260,0.0000,140.10,142.1,29,14,224000,30.6
57,227900,0.209793,0.210550,-5.477736,5.3949,5.3946,0.7191,0.7409,0.2876,0.0000,102.15,104.2,52,25,228000,31.2
58,231900,0.226710,0.228025,-5.574413,5.5041,5.5044,0.6688,0.6997,0.4964,0.0000,109.30,111.3,30,17,232000,32.0
59,235900,0.237131,0.237829,-5.706306,5.6131,5.6126,0.7168,0.6414,0.4427,0.0000,105.86,107.9,28,10,236000,32.7
60,239900,,,,,,,,,,110.22,112.2,54,33,240000,32.9
61,243900,0.233822,0.235454,-5.802752,5.7245,5.7254,0.6968,0.6884,0.3940,0.0000,99.62,101.6,32,17,244000,33.6
62,247900,0.251899,0.253177,-5.919557,5.8304,5.8294,0.8287,0.7886,0.2248,0.0000,100.89,102.9,27,12,248000,34.4
63,251900,0.258067,0.258142,-6.030111,5.9465,5.9468,1.1657,0.9818,0.4576,0.0000,109.59,111.6,41,18,252000,35.1
64,255900,0.260624,0.263361,-6.134537,6.0537,6.0527,0.7922,0.7863,0.6312,0.0000,120.23,122.2,30,20,256000,35.8
65,259900,,,,,,,,,,117.26,119.3,23,9,260000,36.0
66,263900,0.263051,0.266314,-6.248165,6.1665,6.1669,0.8400,0.8383,0.5104,0.0000,122.23,124.2,43,20,264000,36.7
67,267900,0.283762,0.285059,-6.362036,6.2664,6.2661,0.8649,0.8417,0.3771,0.0000,120.25,122.2,36,15,268000,37.4
68,271900,0.280303,0.283026,-6.482584,6.3886,6.3885,1.0323,0.9996,0.5032,0.0000,126.64,128.6,11,9,272000,38.1
69,275900,0.281465,0.283485,-6.574032,6.4913,6.4915,0.9545,0.8434,0.3336,0.0000,131.81,133.8,26,13,276000,38.8
70,279900,,,,,,,,,,133.57,135.6,46,24,280000,39.0
71,283900,0.287851,0.289389,-6.674441,6.6042,6.6042,0.8774,0.8575,0.6909,0.0000,162.84,164.8,19,15,284000,39.7
72,287900,0.276912,0.280173,-6.792477,6.7219,6.7216,0.9130,0.9073,0.5525,0.0000,173.80,175.8,10,6,288000,40.5
73,291900,0.309193,0.313222,-6.894525,6.8235,6.8235,0.9432,0.9156,0.5128,0.0000,155.19,157.2,16,4,292000,41.2
74,295900,0.303514,0.307170,-7.005688,6.9356,6.9367,1.1999,1.1630,0.4398,0.0000,171.15,173.2,13,4,296000,42.0
