epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,,,,4.96,6.8,533,254,4000,0.2,,,
2,7900,,,,,,,,,,8.05,10.1,377,190,8000,0.4,,,
3,11900,0.226527,0.263882,-0.644150,0.6244,0.5660,0.7596,0.9349,0.4987,0.0229,5.26,7.3,615,325,12000,0.8,,,
4,15900,0.070562,0.069358,-0.784944,0.7198,0.7181,0.4014,0.1564,0.1437,0.0179,2.00,4.0,1000,482,16000,1.0,,,
5,19900,,,,,,,,,,2.00,4.0,1000,496,20000,1.1,,,
6,23900,0.054298,0.054731,-0.767717,0.7184,0.7173,0.1692,0.1770,0.0466,0.0144,2.00,4.0,1000,502,24000,1.4,,,
7,27900,0.042811,0.043357,-0.766846,0.7429,0.7427,0.2525,0.2374,0.0165,0.0120,2.00,4.0,1000,511,28000,1.7,,,
8,31900,0.036707,0.036874,-0.783413,0.7750,0.7749,0.1646,0.1425,0.0070,0.0075,2.00,4.0,1000,493,32000,2.0,,,
9,35900,0.033541,0.033583,-0.801529,0.8000,0.7999,0.1512,0.1366,0.0038,0.0157,2.00,4.0,1000,510,36000,2.3,,,
10,39900,,,,,,,,,,2.00,4.0,1000,540,40000,2.4,,,
11,43900,0.028832,0.029000,-0.813026,0.8216,0.8215,0.1604,0.1346,0.0012,0.0155,2.00,4.0,1000,496,44000,2.7,,,
12,47900,0.028980,0.029151,-0.823593,0.8466,0.8466,0.2015,0.1979,0.0018,0.0365,2.00,4.0,1000,495,48000,2.9,,,
13,51900,0.026763,0.026991,-0.829703,0.8625,0.8624,0.2079,0.2039,0.0035,0.0011,2.00,4.0,1000,476,52000,3.2,,,
14,55900,0.025415,0.025623,-0.859273,0.8878,0.8875,0.2413,0.1981,0.0059,0.0004,2.00,4.0,1000,505,56000,3.5,,,
15,59900,,,,,,,,,,2.00,4.0,1000,492,60000,3.6,,,
16,63900,0.026003,0.026175,-0.879124,0.9148,0.9149,0.2901,0.2420,0.0088,0.0004,2.00,4.0,1000,490,64000,3.9,,,
17,67900,0.024993,0.025153,-0.902098,0.9374,0.9372,0.2434,0.2021,0.0142,0.0002,2.00,4.0,1000,476,68000,4.2,,,
18,71900,0.024209,0.024529,-0.924366,0.9609,0.9605,0.2638,0.3296,0.0245,0.0001,2.00,4.0,1000,486,72000,4.5,,,
19,75900,0.024038,0.024178,-0.955017,0.9814,0.9818,0.2620,0.1976,0.0488,0.0003,2.00,4.0,1000,481,76000,4.7,,,
20,79900,,,,,,,,,,2.00,4.0,1000,488,80000,4.9,,,
21,83900,0.023990,0.024127,-0.987990,1.0011,1.0008,0.2536,0.2490,0.1491,0.0004,2.00,4.0,1000,491,84000,5.1,,,
22,87900,0.033092,0.033220,-1.067611,1.0347,1.0345,0.2893,0.2970,0.1638,0.0003,4.22,6.2,582,307,88000,5.4,,,
23,91900,0.040750,0.040736,-1.187234,1.1035,1.1026,0.6419,0.4305,0.1267,0.0002,9.49,11.5,323,146,92000,5.6,,,
24,95900,0.052821,0.052184,-1.304937,1.1862,1.1859,0.6747,0.5064,0.0875,0.0003,13.52,15.5,275,143,96000,5.9,,,
25,99900,,,,,,,,,,9.72,11.7,343,169,100000,6.0,,,
26,103900,0.063838,0.063387,-1.383378,1.2647,1.2644,0.3135,0.2690,0.1002,0.0002,10.45,12.4,315,157,104000,6.3,,,
27,107900,0.079302,0.078421,-1.479981,1.3397,1.3390,0.5151,0.4837,0.1443,0.0006,10.92,12.9,305,133,108000,6.6,,,
28,111900,0.086445,0.085001,-1.600671,1.4239,1.4236,0.3050,0.2795,0.1276,0.0026,10.80,12.8,319,167,112000,6.8,,,
29,115900,0.100877,0.099791,-1.715829,1.5112,1.5107,0.4297,0.4329,0.1527,0.0076,9.75,11.8,329,169,116000,7.1,,,
30,119900,,,,,,,,,,13.36,15.4,253,128,120000,7.3,,,
31,123900,0.119429,0.118963,-1.818803,1.6020,1.6014,0.5309,0.4695,0.1920,0.0322,21.69,23.7,136,76,124000,7.8,0.425692,0.344972,0.040360
32,127900,0.125752,0.126694,-1.904296,1.6942,1.6943,0.4540,0.6114,0.2445,0.0594,32.71,34.7,79,43,128000,8.3,0.746677,0.684433,0.031122
33,131900,0.137574,0.136018,-1.987588,1.7815,1.7803,0.5289,0.6812,0.2433,0.0696,43.71,45.7,97,50,132000,8.7,0.616691,0.559943,0.028374
34,135900,0.144777,0.144968,-2.108886,1.8707,1.8716,0.5047,0.7611,0.1899,0.0137,38.45,40.4,101,43,136000,9.2,0.656306,0.604810,0.025748
35,139900,,,,,,,,,,37.35,39.3,106,45,140000,9.3,,,
36,143900,0.159977,0.159291,-2.225615,1.9668,1.9661,0.7130,0.6113,0.2199,0.0080,39.08,41.1,90,50,144000,9.7,0.606633,0.560913,0.022860
37,147900,0.164210,0.163506,-2.333503,2.0499,2.0486,0.6598,0.5978,0.2071,0.0073,40.99,43.0,93,48,148000,10.2,0.616573,0.572001,0.022286
38,151900,0.168198,0.168185,-2.433621,2.1472,2.1480,0.5451,0.5748,0.2735,0.0094,44.11,46.1,93,48,152000,10.7,0.609635,0.566763,0.021436
39,155900,0.183069,0.182140,-2.537043,2.2438,2.2428,0.6888,0.5674,0.2898,0.0182,44.44,46.4,96,47,156000,11.2,0.614819,0.572027,0.021396
40,159900,,,,,,,,,,42.57,44.6,72,41,160000,11.3,,,
41,163900,0.192391,0.190736,-2.647613,2.3443,2.3436,0.8878,0.6364,0.6147,0.0110,48.91,50.9,79,34,164000,11.8,0.621183,0.577473,0.021855
42,167900,0.194216,0.194372,-2.754354,2.4405,2.4401,0.7716,0.8691,0.4543,0.0071,48.78,50.8,78,40,168000,12.3,0.625108,0.580586,0.022261
43,171900,0.206964,0.205734,-2.866020,2.5444,2.5440,0.6229,0.6637,0.5803,0.0078,50.55,52.6,76,38,172000,12.8,0.644189,0.597359,0.023415
44,175900,0.211714,0.209475,-2.970769,2.6413,2.6407,0.6084,0.5378,0.3905,0.0104,55.18,57.2,56,24,176000,13.2,0.643261,0.596140,0.023560
45,179900,,,,,,,,,,56.74,58.7,76,37,180000,13.3,,,
46,183900,0.228301,0.225820,-3.080617,2.7430,2.7429,0.6847,0.5526,0.4021,0.0112,55.93,57.9,68,35,184000,13.8,0.646682,0.597977,0.024352
47,187900,0.235465,0.231627,-3.193703,2.8434,2.8426,0.9026,0.7127,0.4471,0.0165,56.12,58.1,72,31,188000,14.3,0.622248,0.576336,0.022956
48,191900,0.245716,0.241063,-3.295079,2.9383,2.9373,0.8172,0.6423,0.3651,0.0158,56.77,58.8,66,34,192000,14.8,0.556448,0.520070,0.018189
