epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,4.68,6.5,552,4000,0.2
2,7900,,,,,,,,,7.91,9.9,385,8000,0.3
3,11900,0.175414,0.217450,-0.705473,0.6628,0.6341,0.5896,0.8360,0.5309,4.68,6.7,671,12000,0.7
4,15900,0.084372,0.082850,-0.798171,0.7532,0.7545,0.5644,0.5480,0.0625,1.97,4.0,1006,16000,0.9
5,19900,,,,,,,,,1.93,3.9,1016,20000,1.0
6,23900,0.066412,0.064750,-0.831130,0.7874,0.7866,0.1687,0.1965,0.0444,1.88,3.9,1027,24000,1.3
7,27900,0.059561,0.060124,-0.862199,0.8241,0.8244,0.2623,0.2155,0.0314,1.84,3.8,1047,28000,1.5
8,31900,0.055084,0.056902,-0.881326,0.8669,0.8672,0.2097,0.2278,0.0080,1.83,3.8,1037,32000,1.7
9,35900,0.056025,0.057945,-0.905631,0.8995,0.8999,0.2314,0.1922,0.0189,1.80,3.8,1060,36000,1.9
10,39900,,,,,,,,,1.82,3.8,1044,40000,2.0
11,43900,0.055827,0.057884,-0.921468,0.9319,0.9325,0.3390,0.2203,0.0849,1.94,3.9,1009,44000,2.3
12,47900,0.056133,0.058437,-0.970062,0.9684,0.9685,0.2956,0.3374,0.1579,2.18,4.2,955,48000,2.5
13,51900,0.063515,0.065502,-1.038381,1.0008,1.0010,0.3875,0.3076,0.1034,3.38,5.4,709,52000,2.7
14,55900,0.073161,0.076531,-1.144586,1.0814,1.0818,0.3997,0.4174,0.0577,7.13,9.1,378,56000,2.9
15,59900,,,,,,,,,14.01,16.0,268,60000,3.0
16,63900,0.083339,0.087521,-1.240956,1.1792,1.1800,0.4309,0.4432,0.0307,20.61,22.6,142,64000,3.2
17,67900,0.087614,0.092000,-1.350564,1.2730,1.2727,0.4561,0.4506,0.0448,28.86,30.9,92,68000,3.4
18,71900,0.092008,0.096813,-1.480322,1.3833,1.3840,0.3583,0.3636,0.0616,32.79,34.8,163,72000,3.7
19,75900,0.109325,0.114871,-1.579079,1.4709,1.4702,0.3215,0.2941,0.1190,15.31,17.3,255,76000,3.9
20,79900,,,,,,,,,9.26,11.3,354,80000,4.0
21,83900,0.131399,0.137883,-1.687796,1.5629,1.5640,0.4942,0.3603,0.2287,24.92,26.9,60,84000,4.2
22,87900,0.132532,0.139079,-1.832715,1.6675,1.6678,0.5638,0.4647,0.1591,52.57,54.6,61,88000,4.4
23,91900,0.133861,0.140485,-1.969110,1.7812,1.7803,0.6359,0.5102,0.2502,71.58,73.6,26,92000,4.6
24,95900,0.139918,0.148140,-2.305081,1.8823,1.8843,0.5280,0.6163,0.7373,105.25,107.2,12,96000,4.8
25,99900,,,,,,,,,126.43,128.4,21,100000,4.9
26,103900,0.143742,0.152779,-2.482599,1.9906,1.9908,0.5240,0.5322,0.4399,146.37,148.4,51,104000,5.1
27,107900,0.152867,0.162256,-2.598178,2.0927,2.0924,0.5689,0.4992,0.3079,127.93,129.9,42,108000,5.3
28,111900,0.174962,0.185297,-2.719392,2.2008,2.2006,0.6449,0.5314,0.2593,87.36,89.4,55,112000,5.5
29,115900,0.184023,0.192926,-2.816518,2.3341,2.3345,0.9544,0.6057,0.2132,75.14,77.1,49,116000,5.7
30,119900,,,,,,,,,60.60,62.6,81,120000,5.8
31,123900,0.191095,0.201337,-2.932620,2.4705,2.4698,0.8293,0.6051,0.2453,67.47,69.5,43,124000,6.0
32,127900,0.196486,0.208379,-3.053526,2.5936,2.5942,0.7322,0.5919,0.4214,70.19,72.2,59,128000,6.2
33,131900,0.200378,0.213823,-3.149319,2.7085,2.7089,0.7776,0.6953,0.3814,71.87,73.9,55,132000,6.4
