epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi,mean_return,mean_length,episodes,buffer_size,elapsed_s
1,3900,,,,,,,,,4.86,6.7,540,4000,0.3
2,7900,,,,,,,,,8.20,10.2,381,8000,0.6
3,11900,0.242121,0.183607,-0.540831,0.5089,0.5738,0.9435,0.6897,0.3215,4.88,6.9,643,12000,1.4
4,15900,0.065560,0.063118,-0.674527,0.6697,0.6698,0.1449,0.1301,0.0533,2.00,4.0,1000,16000,2.0
5,19900,,,,,,,,,2.00,4.0,1000,20000,2.2
6,23900,0.050838,0.047824,-0.703304,0.6819,0.6824,0.1874,0.1868,0.0185,2.00,4.0,1000,24000,2.7
7,27900,0.038900,0.036058,-0.712963,0.7056,0.7050,0.1498,0.1475,0.0143,2.00,4.0,1000,28000,3.3
8,31900,0.032892,0.030338,-0.730190,0.7320,0.7317,0.1338,0.1350,0.0307,2.00,4.0,1000,32000,3.9
9,35900,0.030142,0.028089,-0.751156,0.7597,0.7594,0.1405,0.1499,0.0225,2.00,4.0,1000,36000,4.5
10,39900,,,,,,,,,2.00,4.0,1000,40000,4.7
11,43900,0.030651,0.028878,-0.760127,0.7850,0.7845,0.1299,0.1476,0.0280,2.00,4.0,1000,44000,5.3
12,47900,0.028391,0.027080,-0.786781,0.8096,0.8089,0.1816,0.2024,0.1318,2.00,4.0,1000,48000,5.9
13,51900,0.028490,0.027537,-0.892797,0.8440,0.8442,0.2079,0.2238,0.1896,2.95,4.9,759,52000,6.4
14,55900,0.034439,0.033934,-0.993928,0.9267,0.9266,0.2964,0.2668,0.0648,5.64,7.6,532,56000,7.0
15,59900,,,,,,,,,5.28,7.3,542,60000,7.1
16,63900,0.045983,0.046471,-1.077091,0.9990,0.9987,0.3061,0.3768,0.0565,9.94,11.9,319,64000,7.7
17,67900,0.057630,0.057836,-1.164791,1.0886,1.0881,0.3421,0.4114,0.0369,12.36,14.4,251,68000,8.3
18,71900,0.062521,0.062447,-1.250012,1.1794,1.1795,0.2459,0.2478,0.0478,14.85,16.8,214,72000,8.8
19,75900,0.067092,0.066982,-1.369952,1.2725,1.2727,0.3366,0.3556,0.1373,23.03,25.0,133,76000,9.4
20,79900,,,,,,,,,14.86,16.9,323,80000,9.6
21,83900,0.088523,0.087871,-1.514542,1.3771,1.3775,0.2768,0.2958,0.1272,26.78,28.8,117,84000,10.2
22,87900,0.093826,0.094585,-1.641152,1.4841,1.4843,0.3167,0.3181,0.1748,37.78,39.8,74,88000,10.8
23,91900,0.097391,0.099369,-1.785187,1.5994,1.5991,0.3697,0.3719,0.1793,43.14,45.1,69,92000,11.3
24,95900,0.100431,0.102594,-2.039404,1.6930,1.6932,0.5036,0.5134,0.4104,50.67,52.7,78,96000,11.9
25,99900,,,,,,,,,67.80,69.8,5,100000,12.1
26,103900,0.099866,0.101844,-2.264056,1.8006,1.8006,0.4393,0.4531,0.4738,89.90,91.9,51,104000,12.7
27,107900,0.108480,0.109750,-2.414673,1.9019,1.9019,0.4195,0.4322,0.3128,109.38,111.4,48,108000,13.3
28,111900,0.117531,0.118688,-2.531667,2.0152,2.0154,0.4973,0.4944,0.2692,65.20,67.2,83,112000,13.8
29,115900,0.125618,0.127790,-2.658440,2.1403,2.1403,0.6433,0.6974,0.2392,53.96,56.0,90,116000,14.4
30,119900,,,,,,,,,53.00,55.0,61,120000,14.6
31,123900,0.132139,0.134638,-2.761190,2.2646,2.2647,0.3959,0.4121,0.3410,51.83,53.8,63,124000,15.2
32,127900,0.142454,0.144691,-2.869834,2.3890,2.3899,0.5494,0.5716,0.3512,54.13,56.1,85,128000,15.8
33,131900,0.149177,0.151068,-2.996068,2.5214,2.5214,0.6331,0.5980,0.3397,55.41,57.4,71,132000,16.4
34,135900,0.157182,0.159039,-3.103077,2.6529,2.6535,0.5576,0.6001,0.2350,59.46,61.5,35,136000,17.0
35,139900,,,,,,,,,67.52,69.5,85,140000,17.1
36,143900,0.165358,0.167300,-3.221886,2.7730,2.7730,0.6987,0.7640,0.3387,66.03,68.0,32,144000,17.7
37,147900,0.167478,0.168922,-3.339036,2.8853,2.8858,0.6618,0.6924,0.3367,63.62,65.6,79,148000,18.3
38,151900,0.179247,0.180279,-3.450628,3.0182,3.0189,0.5748,0.5264,0.2941,66.26,68.3,47,152000,18.9
39,155900,0.190758,0.193107,-3.537955,3.1430,3.1432,1.1091,1.1108,0.2916,71.02,73.0,51,156000,19.4
40,159900,,,,,,,,,82.97,85.0,30,160000,19.6
41,163900,0.196273,0.198744,-3.642469,3.2647,3.2653,0.7175,0.7724,0.2786,84.14,86.1,69,164000,20.2
42,167900,0.201238,0.204276,-3.761191,3.3842,3.3845,0.5519,0.5937,0.3335,77.21,79.2,39,168000,20.8
43,171900,0.207842,0.211725,-3.903422,3.4996,3.4994,0.7281,0.6917,0.1751,78.51,80.5,59,172000,21.4
44,175900,0.216968,0.220961,-4.013973,3.6358,3.6363,1.1920,1.1359,0.2350,96.44,98.4,9,176000,22.0
45,179900,,,,,,,,,94.54,96.5,87,180000,22.1
46,183900,0.230603,0.234154,-4.086747,3.7336,3.7349,0.9045,0.8597,0.4071,91.29,93.3,7,184000,22.7
47,187900,0.231928,0.235852,-4.209314,3.8527,3.8527,0.7074,0.7044,0.3371,99.91,101.9,22,188000,23.3
48,191900,0.239427,0.243416,-4.323986,3.9747,3.9753,0.9472,1.0036,0.3247,117.29,119.3,56,192000,23.9
