epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,,,,4.64,6.5,557,256,4000,0.2,,,
2,7900,,,,,,,,,,8.01,10.0,382,200,8000,0.6,,,
3,11900,0.217575,0.259512,-0.626304,0.5919,0.5374,0.7694,0.9320,0.2588,0.0106,12.86,14.9,196,97,12000,1.3,,,
4,15900,0.067495,0.072906,-0.958529,0.8517,0.8499,0.1206,0.1242,0.1203,0.0130,34.78,36.8,90,52,16000,2.7,0.730219,0.663262,0.033479
5,19900,,,,,,,,,,25.44,27.4,184,63,20000,2.9,,,
6,23900,0.063582,0.068144,-1.003463,0.9411,0.9402,0.1337,0.1247,0.0842,0.0041,17.94,19.9,195,146,24000,4.2,0.635789,0.573176,0.031307
7,27900,0.064418,0.070628,-1.085111,1.0296,1.0289,0.1940,0.1598,0.0868,0.0026,27.87,29.9,79,25,28000,5.6,0.525709,0.478219,0.023745
8,31900,0.061387,0.067301,-1.205662,1.1308,1.1297,0.1827,0.1570,0.0770,0.0008,48.90,50.9,79,37,32000,6.9,0.489610,0.447211,0.021200
9,35900,0.056664,0.060446,-1.331302,1.2433,1.2441,0.1709,0.1532,0.0637,0.0003,68.64,70.6,14,4,36000,8.3,0.468080,0.428125,0.019978
10,39900,,,,,,,,,,84.03,86.0,71,22,40000,8.5,,,
11,43900,0.057906,0.061334,-1.434394,1.3485,1.3476,0.1848,0.1905,0.1233,0.0004,82.27,84.3,48,20,44000,9.9,0.419510,0.377021,0.021244
12,47900,0.057947,0.060506,-1.532985,1.4562,1.4559,0.1836,0.1524,0.1123,0.0005,72.72,74.7,54,29,48000,11.2,0.419274,0.378297,0.020488
13,51900,0.056767,0.058764,-1.642627,1.5698,1.5695,0.1865,0.1690,0.1275,0.0003,76.13,78.1,45,21,52000,12.5,0.447152,0.404459,0.021347
14,55900,0.059581,0.060779,-1.751084,1.6767,1.6766,0.2057,0.1876,0.1497,0.0002,80.48,82.5,29,6,56000,13.8,0.445562,0.404483,0.020539
15,59900,,,,,,,,,,102.00,104.0,31,16,60000,14.0,,,
16,63900,0.060658,0.061237,-1.859571,1.7873,1.7874,0.2946,0.2449,0.1073,0.0001,104.42,106.4,31,12,64000,15.3,0.458401,0.415828,0.021286
