epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,,,,4.49,6.3,568,285,4000,0.3,,,
2,7900,,,,,,,,,,6.99,9.0,442,222,8000,0.6,,,
3,11900,0.233087,0.180640,-0.595396,0.5278,0.5835,0.8411,0.6202,0.6773,0.0368,4.19,6.2,698,345,12000,1.4,,,
4,15900,0.080248,0.072385,-0.796864,0.6780,0.6811,0.9014,0.5885,0.1507,0.0077,2.00,4.0,1000,497,16000,2.1,,,
5,19900,,,,,,,,,,2.00,4.0,1000,485,20000,2.3,,,
6,23900,0.056400,0.053267,-0.779155,0.7000,0.6994,0.2595,0.1282,0.0410,0.0006,2.00,4.0,1000,477,24000,2.9,,,
7,27900,0.046787,0.043252,-0.800781,0.7363,0.7360,0.2169,0.1531,0.0181,0.0031,2.00,4.0,1000,500,28000,3.6,,,
8,31900,0.038870,0.036234,-0.809026,0.7734,0.7721,0.1506,0.1135,0.0074,0.0052,2.00,4.0,1000,495,32000,4.2,,,
9,35900,0.032020,0.030702,-0.820898,0.8058,0.8051,0.1113,0.1103,0.0026,0.0062,2.00,4.0,1000,474,36000,4.9,,,
10,39900,,,,,,,,,,2.00,4.0,1000,518,40000,5.1,,,
11,43900,0.029872,0.029349,-0.832162,0.8333,0.8331,0.1155,0.1482,0.0073,0.0095,2.00,4.0,1000,500,44000,5.8,,,
12,47900,0.028235,0.027931,-0.847621,0.8637,0.8637,0.1068,0.1580,0.0138,0.0091,2.00,4.0,1000,480,48000,6.5,,,
13,51900,0.027635,0.027456,-0.875356,0.8988,0.8986,0.1379,0.1422,0.0238,0.0127,2.00,4.0,1000,536,52000,7.1,,,
14,55900,0.027092,0.027096,-0.890572,0.9201,0.9201,0.1380,0.1692,0.0474,0.0209,2.00,4.0,1000,468,56000,7.8,,,
15,59900,,,,,,,,,,2.00,4.0,1000,509,60000,8.0,,,
16,63900,0.026433,0.026578,-0.908542,0.9461,0.9460,0.1663,0.2106,0.0960,0.0162,2.00,4.0,1000,465,64000,8.6,,,
17,67900,0.026067,0.026095,-0.964441,0.9742,0.9743,0.2523,0.1771,0.1662,0.0093,2.00,4.0,1000,505,68000,9.3,,,
18,71900,0.035722,0.035242,-1.027909,1.0025,1.0028,0.3837,0.2898,0.1358,0.0123,2.59,4.6,842,418,72000,9.9,,,
