epoch,step,loss_q1,loss_q2,loss_pi,q1_val,q2_val,grad_q1,grad_q2,grad_pi_rob,grad_pi_adv,mean_return,mean_length,episodes,dist_episodes,buffer_size,elapsed_s,det_loss,det_dist_loss,det_alpha_loss
1,3900,,,,,,,,,,4.77,6.6,553,284,4000,0.3,,,
2,7900,,,,,,,,,,5.91,7.9,500,279,8000,0.6,,,
3,11900,0.161917,0.264171,-0.631420,0.5970,0.5013,0.4877,0.9060,0.3875,0.0501,6.02,8.0,498,268,12000,1.4,,,
4,15900,0.107719,0.117450,-0.888063,0.7516,0.7483,0.1288,0.1292,0.3026,0.0203,5.67,7.7,421,215,16000,2.1,,,
5,19900,,,,,,,,,,19.70,21.7,197,109,20000,2.3,,,
6,23900,0.093714,0.103317,-0.959152,0.8629,0.8590,0.1355,0.1364,0.0993,0.0045,21.11,23.1,129,74,24000,3.7,0.676517,0.616394,0.030061
7,27900,0.084281,0.096833,-1.040578,0.9609,0.9611,0.1742,0.1540,0.0767,0.0039,32.28,34.3,109,25,28000,5.0,0.689397,0.611793,0.038802
8,31900,0.076437,0.088294,-1.165398,1.0664,1.0652,0.1832,0.1526,0.0668,0.0019,31.80,33.8,109,42,32000,6.4,0.614079,0.552834,0.030622
9,35900,0.072853,0.081491,-1.295143,1.1720,1.1718,0.1894,0.1671,0.0837,0.0007,41.01,43.0,101,63,36000,7.8,0.470729,0.427799,0.021465
10,39900,,,,,,,,,,50.93,52.9,42,11,40000,8.0,,,
11,43900,0.071698,0.078846,-1.426149,1.2830,1.2816,0.1710,0.1959,0.0943,0.0003,62.04,64.0,71,47,44000,9.4,0.529104,0.483235,0.022934
12,47900,0.075021,0.079778,-1.537397,1.3887,1.3890,0.2232,0.2331,0.0825,0.0002,62.12,64.1,84,39,48000,10.9,0.509719,0.468364,0.020678
13,51900,0.075792,0.078856,-1.655856,1.5050,1.5051,0.2353,0.2040,0.0984,0.0002,61.94,63.9,17,11,52000,12.3,0.546798,0.504028,0.021385
14,55900,0.078729,0.081904,-1.758929,1.6124,1.6119,0.2329,0.2200,0.0858,0.0001,75.42,77.4,69,28,56000,13.7,0.563598,0.516696,0.023451
15,59900,,,,,,,,,,85.54,87.5,28,19,60000,13.9,,,
16,63900,0.081256,0.083735,-1.862167,1.7244,1.7242,0.2400,0.2171,0.1436,0.0001,95.53,97.5,19,4,64000,15.4,0.556494,0.511692,0.022401
17,67900,0.083884,0.086321,-1.975672,1.8380,1.8376,0.2550,0.2484,0.1225,0.0001,109.59,111.6,41,12,68000,16.8,0.551097,0.503190,0.023954
18,71900,0.084372,0.086802,-2.079623,1.9514,1.9514,0.2679,0.2795,0.1149,0.0001,140.95,142.9,20,15,72000,18.2,0.584078,0.526567,0.028756
19,75900,0.085911,0.088052,-2.190962,2.0648,2.0645,0.2351,0.2461,0.1205,0.0000,138.48,140.5,25,11,76000,19.6,0.549898,0.494830,0.027534
20,79900,,,,,,,,,,133.97,136.0,35,17,80000,19.8,,,
21,83900,0.098229,0.100658,-2.296315,2.1673,2.1672,0.2649,0.2586,0.1512,0.0000,142.45,144.4,38,30,84000,21.2,0.534686,0.480042,0.027322
22,87900,0.097012,0.099842,-2.408073,2.2821,2.2822,0.2683,0.2750,0.1718,0.0000,111.06,113.1,47,24,88000,22.7,0.529460,0.477324,0.026068
23,91900,0.102857,0.105851,-2.512783,2.3913,2.3907,0.2623,0.2670,0.1052,0.0000,99.03,101.0,36,20,92000,24.1,0.515288,0.463066,0.026111
24,95900,0.105741,0.108839,-2.624658,2.5041,2.5043,0.2546,0.2766,0.1545,0.0000,100.45,102.4,38,14,96000,25.6,0.527033,0.473127,0.026953
25,99900,,,,,,,,,,91.54,93.5,54,26,100000,25.9,,,
26,103900,0.113101,0.116019,-2.731203,2.6099,2.6098,0.3736,0.3765,0.1356,0.0000,85.33,87.3,39,22,104000,27.3,0.536273,0.482141,0.027066
27,107900,0.114680,0.117911,-2.845152,2.7254,2.7252,0.3131,0.3566,0.1057,0.0000,88.49,90.5,43,28,108000,28.8,0.530828,0.478469,0.026179
28,111900,0.128178,0.131397,-2.954964,2.8293,2.8295,0.3659,0.3836,0.1903,0.0000,93.90,95.9,30,14,112000,30.3,0.501451,0.451629,0.024911
29,115900,0.127864,0.130650,-3.063498,2.9428,2.9419,0.3742,0.3734,0.1633,0.0000,102.24,104.2,54,40,116000,31.8,0.526341,0.473763,0.026289
30,119900,,,,,,,,,,101.88,103.9,34,20,120000,32.0,,,
31,123900,0.135001,0.138133,-3.175357,3.0533,3.0541,0.4732,0.4820,0.1349,0.0000,96.96,99.0,27,17,124000,33.4,0.494572,0.443813,0.025380
32,127900,0.141278,0.144336,-3.292567,3.1620,3.1614,0.4359,0.4776,0.1565,0.0000,98.77,100.8,64,38,128000,34.8,0.490384,0.439577,0.025403
33,131900,0.154592,0.157885,-3.408782,3.2632,3.2635,0.4522,0.4382,0.1137,0.0000,98.11,100.1,18,7,132000,36.1,0.465611,0.417066,0.024273
34,135900,0.154942,0.158970,-3.528185,3.3796,3.3795,0.4029,0.4086,0.1087,0.0000,95.38,97.4,42,13,136000,37.5,0.449141,0.401762,0.023690
35,139900,,,,,,,,,,108.71,110.7,35,16,140000,37.7,,,
36,143900,0.161016,0.164809,-3.648148,3.4908,3.4908,0.4068,0.4234,0.1286,0.0000,108.70,110.7,20,6,144000,39.1,0.416183,0.371525,0.022329
37,147900,0.160430,0.164379,-3.756302,3.6117,3.6112,0.6271,0.6691,0.1272,0.0000,121.40,123.4,35,14,148000,40.5,0.431178,0.385791,0.022693
38,151900,0.174548,0.178799,-3.852736,3.7209,3.7216,0.6268,0.6960,0.1550,0.0000,155.92,157.9,24,16,152000,41.9,0.404979,0.361774,0.021602
39,155900,0.182704,0.186912,-3.957351,3.8293,3.8287,0.6301,0.6675,0.1452,0.0000,172.17,174.2,6,3,156000,43.4,0.397470,0.354815,0.021328
40,159900,,,,,,,,,,170.00,172.0,21,9,160000,43.6,,,
41,163900,0.194206,0.199194,-4.066660,3.9374,3.9378,0.5277,0.5578,0.1425,0.0000,166.18,168.2,17,4,164000,45.0,0.386188,0.345115,0.020536
42,167900,0.195118,0.199317,-4.182053,4.0532,4.0528,0.5519,0.5365,0.1581,0.0000,170.18,172.2,17,4,168000,46.5,0.395136,0.353298,0.020919
43,171900,0.191789,0.195868,-4.302682,4.1713,4.1714,0.7810,0.6908,0.1411,0.0000,189.53,191.5,19,10,172000,47.9,0.379493,0.338261,0.020616
44,175900,0.204789,0.208585,-4.398169,4.2781,4.2784,0.6198,0.6098,0.1975,0.0000,213.53,215.5,15,8,176000,49.3,0.363707,0.323747,0.019980
45,179900,,,,,,,,,,227.96,230.0,24,16,180000,49.5,,,
46,183900,0.207187,0.212217,-4.514940,4.3908,4.3904,0.5952,0.6317,0.1359,0.0000,253.00,255.0,14,10,184000,51.0,0.359418,0.321779,0.018819
47,187900,0.211733,0.216379,-4.617479,4.5030,4.5030,0.7097,0.7268,0.1240,0.0000,213.50,215.5,12,5,188000,52.3,0.342154,0.305802,0.018176
48,191900,0.214817,0.219727,-4.724949,4.6134,4.6145,0.7277,0.7329,0.2230,0.0000,230.70,232.7,27,24,192000,53.8,0.362008,0.323402,0.019303
49,195900,0.228621,0.232099,-4.840184,4.7217,4.7205,0.6927,0.6515,0.1571,0.0000,216.36,218.4,28,19,196000,55.2,0.364126,0.325133,0.019497
50,199900,,,,,,,,,,214.36,216.4,22,15,200000,55.4,,,
51,203900,0.231421,0.236194,-4.944756,4.8353,4.8355,0.7647,0.8242,0.1512,0.0000,225.29,227.3,14,11,204000,56.8,0.347682,0.310620,0.018531
52,207900,0.221898,0.226025,-5.060048,4.9485,4.9484,0.6172,0.6169,0.1214,0.0000,168.23,170.2,13,11,208000,58.3,0.348044,0.310251,0.018897
53,211900,0.241500,0.245987,-5.163660,5.0567,5.0563,0.8319,0.8447,0.2556,0.0000,201.88,203.9,33,17,212000,59.8,0.336070,0.299559,0.018255
54,215900,0.243951,0.250035,-5.270510,5.1633,5.1644,0.7405,0.7624,0.1764,0.0000,177.67,179.7,24,8,216000,61.2,0.314375,0.279789,0.017293
55,219900,,,,,,,,,,198.60,200.6,20,10,220000,61.4,,,
56,223900,0.253148,0.258835,-5.397840,5.2775,5.2772,0.8310,0.8518,0.2099,0.0000,143.78,145.8,37,33,224000,62.8,0.328200,0.292884,0.017658
57,227900,0.256246,0.261296,-5.495172,5.3921,5.3912,0.9116,0.9705,0.3463,0.0000,129.88,131.9,24,20,228000,64.3,0.293585,0.262049,0.015768
58,231900,0.281252,0.286737,-5.596110,5.4895,5.4900,0.7162,0.6961,0.2576,0.0000,122.81,124.8,26,17,232000,65.8,0.331170,0.295928,0.017621
59,235900,0.281615,0.287982,-5.734029,5.6071,5.6080,0.9791,1.0030,0.2711,0.0000,143.25,145.2,12,7,236000,67.2,0.330823,0.294145,0.018339
60,239900,,,,,,,,,,166.32,168.3,25,13,240000,67.4,,,
61,243900,0.284446,0.290503,-5.831565,5.7233,5.7227,0.8595,0.8632,0.2710,0.0000,190.74,192.7,27,10,244000,68.8,0.357109,0.317227,0.019941
62,247900,0.288860,0.295741,-5.938005,5.8301,5.8299,0.9382,0.9535,0.1119,0.0000,188.67,190.7,15,8,248000,70.3,0.329596,0.292033,0.018782
63,251900,0.288722,0.294743,-6.051240,5.9449,5.9446,0.9036,0.9642,0.1692,0.0000,133.29,135.3,7,6,252000,71.7,0.370367,0.327841,0.021263
64,255900,0.311788,0.318650,-6.144277,6.0393,6.0400,1.0583,1.1271,0.1851,0.0000,186.70,188.7,20,10,256000,73.0,0.328930,0.289783,0.019573
65,259900,,,,,,,,,,233.62,235.6,24,3,260000,73.3,,,
66,263900,0.296231,0.302691,-6.264721,6.1635,6.1633,0.9696,0.9875,0.2867,0.0000,257.40,259.4,15,3,264000,74.7,0.356194,0.314795,0.020700
67,267900,0.318633,0.323274,-6.371373,6.2651,6.2645,1.0085,1.0234,0.1909,0.0000,214.51,216.5,35,7,268000,76.0,0.330734,0.289574,0.020580
68,271900,0.329511,0.334229,-6.498252,6.3689,6.3697,1.3599,1.2739,0.1865,0.0000,181.23,183.2,26,12,272000,77.4,0.333516,0.292627,0.020444
69,275900,0.346710,0.353674,-6.584800,6.4766,6.4760,1.2647,1.2998,0.1213,0.0000,190.30,192.3,23,9,276000,78.8,0.352431,0.310444,0.020994
70,279900,,,,,,,,,,141.36,143.4,28,19,280000,79.0,,,
71,283900,0.336463,0.344141,-6.706736,6.5885,6.5887,1.0367,1.1055,0.2167,0.0000,140.00,142.0,14,10,284000,80.5,0.331257,0.291649,0.019804
72,287900,0.343654,0.352038,-6.815364,6.6994,6.6988,1.1723,1.2534,0.1633,0.0000,142.40,144.4,10,8,288000,81.9,0.286065,0.250865,0.017600
73,291900,0.351197,0.358323,-6.910219,6.8038,6.8042,1.2154,1.2505,0.1904,0.0000,185.06,187.1,31,16,292000,83.5,0.319003,0.281387,0.018808
74,295900,0.367538,0.375298,-7.002051,6.9112,6.9111,1.3447,1.3971,0.4740,0.0000,206.53,208.5,19,8,296000,85.0,0.305075,0.268997,0.018039
75,299900,,,,,,,,,,185.64,187.6,14,9,300000,85.2,,,
76,303900,0.386060,0.393755,-7.115631,7.0145,7.0143,1.2984,1.2581,0.2588,0.0000,153.36,155.4,14,12,304000,86.6,0.280100,0.247985,0.016058
77,307900,0.379583,0.384528,-7.231045,7.1300,7.1306,1.3872,1.2891,0.1887,0.0000,211.75,213.8,20,11,308000,88.0,0.280818,0.248756,0.016031
78,311900,0.373172,0.381406,-7.334982,7.2371,7.2365,1.2278,1.4013,0.3032,0.0000,260.08,262.1,13,5,312000,89.4,0.283900,0.250972,0.016464
79,315900,0.397444,0.405790,-7.449785,7.3364,7.3366,1.4719,1.5310,0.1478,0.0000,236.71,238.7,7,4,316000,90.8,0.277674,0.245746,0.015964
80,319900,,,,,,,,,,178.75,180.8,12,10,320000,91.0,,,
81,323900,0.386125,0.393019,-7.557599,7.4521,7.4523,1.4158,1.2487,0.1605,0.0000,189.92,191.9,12,10,324000,92.4,0.293900,0.260633,0.016634
82,327900,0.395113,0.401278,-7.675542,7.5657,7.5650,1.6087,1.4603,0.2038,0.0000,185.67,187.7,6,5,328000,93.8,0.260062,0.230275,0.014894
83,331900,0.408788,0.415693,-7.766052,7.6647,7.6653,1.4312,1.4604,0.1954,0.0000,382.33,384.3,3,1,332000,95.2,0.286894,0.253915,0.016489
84,335900,0.411359,0.420569,-7.863600,7.7679,7.7679,1.2871,1.4021,0.1901,0.0000,179.83,181.8,6,6,336000,96.6,0.284191,0.251703,0.016244
85,339900,,,,,,,,,,195.00,197.0,3,3,340000,96.7,,,
86,343900,0.432587,0.440539,-7.971425,7.8732,7.8723,1.6802,1.4586,0.2277,0.0000,225.83,227.8,6,6,344000,98.3,0.264960,0.234409,0.015276
87,347900,0.419833,0.427988,-8.084565,7.9791,7.9797,1.5101,1.5334,0.1634,0.0000,218.00,220.0,4,4,348000,99.8,0.269811,0.239205,0.015303
88,351900,0.414848,0.421160,-8.200853,8.1009,8.1016,1.8338,1.7699,0.1856,0.0000,222.00,224.0,2,2,352000,101.3,0.267149,0.237365,0.014892
89,355900,0.435967,0.447128,-8.295277,8.2013,8.2000,1.6685,1.7737,0.2279,0.0000,234.00,236.0,1,1,356000,102.6,0.269912,0.240089,0.014911
90,359900,,,,,,,,,,247.00,249.0,2,2,360000,102.8,,,
91,363900,0.426348,0.433369,-8.409233,8.3135,8.3138,1.7605,1.6829,0.4249,0.0000,266.00,268.0,1,1,364000,104.2,0.252140,0.224072,0.014034
92,367900,0.417088,0.424528,-8.528495,8.4268,8.4269,1.4887,1.4133,0.2342,0.0000,313.45,315.5,11,0,368000,105.7,0.264963,0.236030,0.014466
93,371900,0.461735,0.471447,-8.645941,8.5308,8.5304,1.7561,1.7761,0.2039,0.0000,345.00,347.0,13,0,372000,107.1,0.275762,0.244868,0.015447
94,375900,0.465705,0.472725,-8.743803,8.6349,8.6348,1.5782,1.4949,0.1998,0.0000,,,0,0,376000,108.5,0.262170,0.233243,0.014464
95,379900,,,,,,,,,,576.40,578.0,5,0,380000,108.7,,,
96,383900,0.460939,0.466528,-8.860002,8.7490,8.7489,1.7512,1.7458,0.1893,0.0000,391.50,393.4,14,2,384000,110.1,0.253726,0.224825,0.014450
97,387900,0.463905,0.471237,-8.964053,8.8621,8.8623,1.7582,1.6543,0.3206,0.0000,762.23,764.1,30,0,388000,111.5,0.254744,0.225017,0.014864
98,391900,0.478199,0.489365,-9.068692,8.9605,8.9595,1.9185,2.0142,0.2040,0.0000,891.06,893.0,36,0,392000,113.0,0.239586,0.211916,0.013835
